Timestamp,Date,Measure,EUROe,EURT,USDL,BRLA,USDV,USDGLO,NZDD,BEAN,TRYB,USDe,FDUSD,ZUSD,VCHF,DAI,aUSDT,USD0,QCAD,CNHT,USDD,USDz,sEUR,XIDR,AUSD,AUDD,sUSD,M,EURS,AUDF,PYUSD,AGEUR,USDM,BRZ,XSGD,USDT,GHO,BSC-BUSD,LUSD,1GBP,EURL,GUSD,MXNT,BUSD,GYEN,USDP,FRAX,USDC,BSC-USD,EURC,EURCV,IDRT
1607472000000,2020-12-09,Holding Addresses (Count),,15.00,,,,,,,317.00,,,9.00,,249635.00,,,47.00,35.00,,,60.00,,,,8588.00,,3934.00,,,,,,131.00,3883598.00,,15712.00,,,,3771.00,,10202.00,9.00,100316.00,,513679.00,16390.00,,,9152.00
1607558400000,2020-12-10,Holding Addresses (Count),,15.00,,,,,,,319.00,,,9.00,,250520.00,,,47.00,35.00,,,60.00,,,,8609.00,,3932.00,,,,,,133.00,3895570.00,,15750.00,,,,3775.00,,10207.00,9.00,100353.00,,515545.00,16503.00,,,9154.00
1607644800000,2020-12-11,Holding Addresses (Count),,15.00,,,,,,,319.00,,,9.00,,251074.00,,,47.00,35.00,,,61.00,,,,8625.00,,3935.00,,,,,,132.00,3906932.00,,15818.00,,,,3781.00,,10230.00,9.00,100493.00,,519831.00,16626.00,,,9156.00
1607731200000,2020-12-12,Holding Addresses (Count),,15.00,,,,,,,319.00,,,9.00,,249780.00,,,47.00,35.00,,,61.00,,,,8636.00,,3936.00,,,,,,127.00,3914367.00,,15873.00,,,,3777.00,,10280.00,9.00,100487.00,,526415.00,16718.00,,,9141.00
1607817600000,2020-12-13,Holding Addresses (Count),,15.00,,,,,,,325.00,,,9.00,,250614.00,,,47.00,35.00,,,61.00,,,,8630.00,,3939.00,,,,,,128.00,3929735.00,,16002.00,,,,3782.00,,10270.00,9.00,100515.00,,533078.00,16851.00,,,9146.00
1607904000000,2020-12-14,Holding Addresses (Count),,15.00,,,,,,,335.00,,,9.00,,251692.00,,,48.00,35.00,,,62.00,,,,8674.00,,3946.00,,,,,,128.00,3946989.00,,16016.00,,,,3799.00,,10313.00,9.00,100574.00,,538326.00,16974.00,,,9147.00
1607990400000,2020-12-15,Holding Addresses (Count),,15.00,,,,,,,338.00,,,9.00,,252689.00,,,48.00,35.00,,,62.00,,,,8741.00,,3948.00,,,,,,130.00,3955613.00,,16053.00,,,,3792.00,,10302.00,9.00,100591.00,,547985.00,17101.00,,,9147.00
1608076800000,2020-12-16,Holding Addresses (Count),,15.00,,,,,,,364.00,,,9.00,,253692.00,,,48.00,35.00,,,62.00,,,,8777.00,,3949.00,,,,,,136.00,3971194.00,,16144.00,,,,3812.00,,10409.00,9.00,100598.00,9.00,553566.00,17271.00,,,9152.00
1608163200000,2020-12-17,Holding Addresses (Count),,15.00,,,,,,,368.00,,,9.00,,254803.00,,,48.00,35.00,,,62.00,,,,8758.00,,3954.00,,,,,,144.00,3994492.00,,16213.00,,,,3818.00,,10570.00,9.00,100901.00,12.00,563172.00,17473.00,,,9156.00
1608249600000,2020-12-18,Holding Addresses (Count),,15.00,,,,,,,370.00,,,9.00,,255595.00,,,48.00,35.00,,,61.00,,,,8787.00,,3959.00,,,,,,143.00,3956973.00,,16287.00,,,,3822.00,,10637.00,9.00,101248.00,14.00,564830.00,17685.00,,,9163.00
1608336000000,2020-12-19,Holding Addresses (Count),,15.00,,,,,,,369.00,,,9.00,,254901.00,,,52.00,35.00,,,63.00,,,,8780.00,,3963.00,,,,,,146.00,3958798.00,,16461.00,,,,3823.00,,10661.00,9.00,100995.00,15.00,566252.00,18214.00,,,9166.00
1608422400000,2020-12-20,Holding Addresses (Count),,15.00,,,,,,,369.00,,,9.00,,255693.00,,,52.00,35.00,,,67.00,,,,8747.00,,3968.00,,,,,,148.00,3961735.00,,16780.00,,,,3822.00,,10701.00,9.00,100929.00,71.00,568081.00,18730.00,,,9168.00
1608508800000,2020-12-21,Holding Addresses (Count),,15.00,,,,,,,371.00,,,9.00,,256605.00,,,53.00,35.00,,,71.00,,,,8770.00,,3970.00,,,,,,150.00,3974611.00,,16838.00,,,,3831.00,,10756.00,9.00,100989.00,500.00,570097.00,18607.00,,,9169.00
1608595200000,2020-12-22,Holding Addresses (Count),,15.00,,,,,,,372.00,,,9.00,,257469.00,,,53.00,35.00,,,71.00,,,,8853.00,,3969.00,,,,,,151.00,3990612.00,,17162.00,,,,3840.00,,10745.00,9.00,100985.00,479.00,571935.00,18915.00,,,9169.00
1608681600000,2020-12-23,Holding Addresses (Count),,15.00,,,,,,,374.00,,,9.00,,259486.00,,,52.00,35.00,,,71.00,,,,8962.00,,3970.00,,,,,,153.00,4013599.00,,17346.00,,,,3857.00,,10832.00,9.00,101009.00,470.00,574267.00,19240.00,,,9173.00
1608768000000,2020-12-24,Holding Addresses (Count),,15.00,,,,,,,375.00,,,9.00,,261213.00,,,52.00,35.00,,,83.00,,,,9003.00,,3978.00,,,,,,155.00,4019335.00,,17457.00,,,,3870.00,,10906.00,9.00,100953.00,465.00,576218.00,19499.00,,,9175.00
1608854400000,2020-12-25,Holding Addresses (Count),,15.00,,,,,,,380.00,,,9.00,,263022.00,,,52.00,35.00,,,84.00,,,,9000.00,,3984.00,,,,,,154.00,4029251.00,,17666.00,,,,3878.00,,10998.00,9.00,100965.00,465.00,578779.00,19776.00,,,9176.00
1608940800000,2020-12-26,Holding Addresses (Count),,15.00,,,,,,,381.00,,,9.00,,265365.00,,,52.00,35.00,,,85.00,,,,9042.00,,3992.00,,,,,,154.00,4030402.00,,18276.00,,,,3878.00,,11084.00,9.00,100854.00,487.00,581366.00,20463.00,,,9180.00
1609027200000,2020-12-27,Holding Addresses (Count),,15.00,,,,,,,380.00,,,9.00,,267146.00,,,52.00,35.00,,,86.00,,,,9095.00,,3988.00,,,,,,159.00,4041671.00,,18797.00,,,,3886.00,,11162.00,9.00,101021.00,524.00,584035.00,21186.00,,,9181.00
1609113600000,2020-12-28,Holding Addresses (Count),,15.00,,,,,,,383.00,,,9.00,,268990.00,,,52.00,35.00,,,88.00,,,,9131.00,,3996.00,,,,,,161.00,4069537.00,,19189.00,,,,3908.00,,11226.00,9.00,101151.00,527.00,586888.00,21815.00,,,9183.00
1609200000000,2020-12-29,Holding Addresses (Count),,15.00,,,,,,,382.00,,,9.00,,271200.00,,,53.00,35.00,,,92.00,,,,9206.00,,3999.00,,,,,,164.00,4083807.00,,19692.00,,,,3912.00,,11136.00,9.00,101272.00,597.00,589942.00,22431.00,,,9191.00
1609286400000,2020-12-30,Holding Addresses (Count),,15.00,,,,,,,385.00,,,9.00,,273145.00,,,53.00,35.00,,,95.00,,,,9314.00,,3994.00,,,,,,169.00,4095001.00,,20095.00,,,,3926.00,,11110.00,9.00,101400.00,685.00,592798.00,23031.00,,,9189.00
1609372800000,2020-12-31,Holding Addresses (Count),,15.00,,,,,,,391.00,,,9.00,,273951.00,,,53.00,36.00,,,104.00,,,,9346.00,,3994.00,,,,,,173.00,4107303.00,,20551.00,,,,3930.00,,11223.00,9.00,101537.00,664.00,595148.00,23644.00,,,9190.00
1609459200000,2021-01-01,Holding Addresses (Count),,15.00,,,,,,,396.00,,,9.00,,274926.00,,,53.00,36.00,,,111.00,,,,9472.00,,3993.00,,,,,,172.00,4105737.00,,21236.00,,,,3936.00,,11359.00,9.00,101612.00,684.00,597071.00,24199.00,,,9192.00
1609545600000,2021-01-02,Holding Addresses (Count),,15.00,,,,,,,406.00,,,9.00,,276682.00,,,53.00,36.00,,,112.00,,,,9545.00,,4008.00,,,,,,174.00,4119107.00,,21438.00,,,,3948.00,,11488.00,9.00,101748.00,778.00,600531.00,24444.00,,,9194.00
1609632000000,2021-01-03,Holding Addresses (Count),,15.00,,,,,,,421.00,,,9.00,,278546.00,,,53.00,36.00,,,113.00,,,,9599.00,,4017.00,,,,,,173.00,4144448.00,,21690.00,,,,3950.00,,11640.00,9.00,102043.00,787.00,604236.00,24806.00,,,9197.00
1609718400000,2021-01-04,Holding Addresses (Count),,15.00,,,,,,,435.00,,,9.00,,280020.00,,,53.00,36.00,,,121.00,,,,9660.00,,4032.00,,,,,,175.00,4173545.00,,22037.00,,,,3978.00,,11775.00,9.00,102436.00,788.00,608307.00,25209.00,,,9197.00
1609804800000,2021-01-05,Holding Addresses (Count),,15.00,,,,,,,443.00,,,9.00,,281176.00,,,53.00,36.00,,,120.00,,,,9712.00,,4031.00,,,,,,177.00,4199354.00,,22445.00,,,,3993.00,,11896.00,9.00,102654.00,769.00,611315.00,25555.00,,,9200.00
1609891200000,2021-01-06,Holding Addresses (Count),,15.00,,,,,,,455.00,,,9.00,,281825.00,,,53.00,36.00,,,123.00,,,,9793.00,,4034.00,,,,,,177.00,4208522.00,,22789.00,,,,4020.00,,12048.00,9.00,103143.00,744.00,614489.00,25892.00,,,9202.00
1609977600000,2021-01-07,Holding Addresses (Count),,15.00,,,,,,,461.00,,,9.00,,283561.00,,,53.00,36.00,,,124.00,,,,9795.00,,4048.00,,,,,,181.00,4233195.00,,23121.00,,,,4031.00,,12200.00,9.00,103462.00,746.00,619054.00,26238.00,,,9205.00
1610064000000,2021-01-08,Holding Addresses (Count),,15.00,,,,,,,468.00,,,9.00,,284512.00,,,53.00,36.00,,,127.00,,,,9807.00,,4049.00,,,,,,182.00,4254065.00,,23472.00,,,,4042.00,,12191.00,9.00,103740.00,740.00,621810.00,26610.00,,,9205.00
1610150400000,2021-01-09,Holding Addresses (Count),,15.00,,,,,,,469.00,,,9.00,,285757.00,,,53.00,36.00,,,127.00,,,,9855.00,,4052.00,,,,,,183.00,4260577.00,,23856.00,,,,4060.00,,12323.00,9.00,103925.00,739.00,618046.00,27014.00,,,9212.00
1610236800000,2021-01-10,Holding Addresses (Count),,15.00,,,,,,,487.00,,,9.00,,287542.00,,,53.00,36.00,,,128.00,,,,9883.00,,4053.00,,,,,,185.00,4262949.00,,24216.00,,,,4072.00,,12453.00,9.00,104240.00,750.00,618080.00,27306.00,,,9215.00
1610323200000,2021-01-11,Holding Addresses (Count),,15.00,,,,,,,492.00,,,9.00,,289261.00,,,53.00,36.00,,,131.00,,,,9877.00,,4055.00,,,,,,190.00,4276745.00,,24475.00,,,,4097.00,,12619.00,9.00,104914.00,761.00,622475.00,27616.00,,,9218.00
1610409600000,2021-01-12,Holding Addresses (Count),,15.00,,,,,,,535.00,,,9.00,,290152.00,,,53.00,36.00,,,150.00,,,,9941.00,,4053.00,,,,,,190.00,4280177.00,,24998.00,,,,4110.00,,12604.00,9.00,105167.00,786.00,625027.00,27943.00,,,9226.00
1610496000000,2021-01-13,Holding Addresses (Count),,15.00,,,,,,,591.00,,,9.00,,291206.00,,,54.00,36.00,,,158.00,,,,10088.00,,4042.00,,,,,,192.00,4278589.00,,25998.00,,,,4131.00,,12742.00,9.00,105438.00,800.00,627798.00,28552.00,,,9229.00
1610582400000,2021-01-14,Holding Addresses (Count),,15.00,,,,,,,625.00,,,9.00,,292465.00,,,54.00,36.00,,,161.00,,,,10097.00,,4056.00,,,,,,196.00,4268067.00,,26536.00,,,,4145.00,,12900.00,9.00,105648.00,807.00,630969.00,28530.00,,,9232.00
1610668800000,2021-01-15,Holding Addresses (Count),,15.00,,,,,,,658.00,,,9.00,,293782.00,,,54.00,36.00,,,172.00,,,,10164.00,,4068.00,,,,,,198.00,4275351.00,,27175.00,,,,4191.00,,13095.00,9.00,105797.00,831.00,634289.00,28937.00,,,9234.00
1610755200000,2021-01-16,Holding Addresses (Count),,15.00,,,,,,,685.00,,,9.00,,294952.00,,,56.00,36.00,,,175.00,,,,10240.00,,4069.00,,,,,,200.00,4287522.00,,27847.00,,,,4195.00,,13267.00,9.00,105857.00,855.00,636763.00,29361.00,,,9241.00
1610841600000,2021-01-17,Holding Addresses (Count),,15.00,,,,,,,688.00,,,9.00,,295934.00,,,56.00,36.00,,,196.00,,,,10320.00,,4064.00,,,,,,201.00,4304743.00,,28632.00,,,,4209.00,,13373.00,9.00,105960.00,880.00,639527.00,29816.00,,,9242.00
1610928000000,2021-01-18,Holding Addresses (Count),,15.00,,,,,,,700.00,,,9.00,,297030.00,,,56.00,36.00,,,204.00,,,,10353.00,,4066.00,,,,,,203.00,4320992.00,,29675.00,,,,4218.00,,13486.00,9.00,106091.00,888.00,643233.00,30347.00,,,9244.00
1611014400000,2021-01-19,Holding Addresses (Count),,15.00,,,,,,,726.00,,,9.00,,298017.00,,,56.00,36.00,,,210.00,,,,10379.00,,4075.00,,,,,,205.00,4339534.00,,30557.00,,,,4262.00,,13630.00,9.00,106155.00,903.00,646277.00,30821.00,,,9245.00
1611100800000,2021-01-20,Holding Addresses (Count),,15.00,,,,,,,727.00,,,9.00,,299131.00,,,57.00,36.00,,,208.00,,,,10449.00,,4084.00,,,,,,209.00,4360443.00,,31494.00,,,,4265.00,,13812.00,9.00,106290.00,926.00,648125.00,31322.00,,,9249.00
1611187200000,2021-01-21,Holding Addresses (Count),,15.00,,,,,,,729.00,,,9.00,,300107.00,,,57.00,36.00,,,215.00,,,,10476.00,,4089.00,,,,,,209.00,4412773.00,,32348.00,,,,4293.00,,13859.00,9.00,106485.00,955.00,651029.00,31816.00,,,9249.00
1611273600000,2021-01-22,Holding Addresses (Count),,15.00,,,,,,,758.00,,,9.00,,301327.00,,,57.00,36.00,,,211.00,,,,10495.00,,4094.00,,,,,,210.00,4413876.00,,33241.00,,,,4315.00,,13973.00,9.00,106640.00,962.00,653689.00,30557.00,,,9251.00
1611360000000,2021-01-23,Holding Addresses (Count),,15.00,,,,,,,781.00,,,9.00,,302131.00,,,57.00,36.00,,,215.00,,,,10560.00,,4095.00,,,,,,213.00,4419981.00,,34309.00,,,,4313.00,,14066.00,9.00,106653.00,955.00,655946.00,31015.00,,,9251.00
1611446400000,2021-01-24,Holding Addresses (Count),,15.00,,,,,,,802.00,,,9.00,,303417.00,,,57.00,36.00,,,236.00,,,,10645.00,,4096.00,,,,,,215.00,4440673.00,,34715.00,,,,4324.00,,14188.00,9.00,106711.00,957.00,658228.00,31373.00,,,9252.00
1611532800000,2021-01-25,Holding Addresses (Count),,15.00,,,,,,,835.00,,,9.00,,304003.00,,,57.00,36.00,,,248.00,,,,10670.00,,4097.00,,,,,,219.00,4470816.00,,35529.00,,,,4282.00,,14312.00,9.00,106823.00,958.00,661632.00,30122.00,,,9253.00
1611619200000,2021-01-26,Holding Addresses (Count),,15.00,,,,,,,836.00,,,10.00,,305087.00,,,57.00,36.00,,,251.00,,,,10724.00,,4104.00,,,,,,224.00,4481923.00,,36547.00,,,,4293.00,,14471.00,10.00,106841.00,979.00,665251.00,30494.00,,,9254.00
1611705600000,2021-01-27,Holding Addresses (Count),,15.00,,,,,,,842.00,,,10.00,,305786.00,,,58.00,36.00,,,254.00,,,,10842.00,,4114.00,,,,,,227.00,4498549.00,,37600.00,,,,4327.00,,14654.00,10.00,106884.00,992.00,667699.00,31027.00,,,9255.00
1611792000000,2021-01-28,Holding Addresses (Count),,15.00,,,,,,,867.00,,,10.00,,306608.00,,,60.00,36.00,,,256.00,,,,10879.00,,4115.00,,,,,,230.00,4514638.00,,38488.00,,,,4336.00,,14824.00,10.00,106968.00,1006.00,669903.00,31599.00,,,9257.00
1611878400000,2021-01-29,Holding Addresses (Count),,15.00,,,,,,,879.00,,,10.00,,308136.00,,,78.00,36.00,,,259.00,,,,10883.00,,4125.00,,,,,,231.00,4540699.00,,39078.00,,,,4359.00,,15126.00,11.00,107224.00,1003.00,671461.00,31797.00,,,9261.00
1611964800000,2021-01-30,Holding Addresses (Count),,15.00,,,,,,,880.00,,,10.00,,309149.00,,,85.00,36.00,,,257.00,,,,10936.00,,4126.00,,,,,,231.00,4568014.00,,40016.00,,,,4369.00,,15283.00,11.00,107325.00,1002.00,674609.00,32275.00,,,9266.00
1612051200000,2021-01-31,Holding Addresses (Count),,15.00,,,,,,,882.00,,,10.00,,310291.00,,,88.00,36.00,,,259.00,,,,11027.00,,4129.00,,,,,,232.00,4587325.00,,41245.00,,,,4378.00,,15487.00,11.00,107440.00,1020.00,676967.00,32753.00,,,9266.00
1612137600000,2021-02-01,Holding Addresses (Count),,15.00,,,,,,,886.00,,,10.00,,312008.00,,,89.00,36.00,,,257.00,,,,11102.00,,4128.00,,,,,,236.00,4614124.00,,37876.00,,,,4383.00,,15691.00,11.00,107529.00,1028.00,681127.00,33424.00,,,9266.00
1612224000000,2021-02-02,Holding Addresses (Count),,15.00,,,,,,,900.00,,,10.00,,313341.00,,,89.00,36.00,,,257.00,,,,11154.00,,4125.00,,,,,,239.00,4636665.00,,37957.00,,,,4420.00,,15762.00,11.00,107705.00,1028.00,685999.00,34142.00,,,9268.00
1612310400000,2021-02-03,Holding Addresses (Count),,15.00,,,,,,,907.00,,,10.00,,314825.00,,,91.00,36.00,,,261.00,,,,11205.00,,4133.00,,,,,,207.00,4669569.00,,36525.00,,,,4438.00,,15910.00,11.00,107840.00,1025.00,690389.00,34557.00,,,9273.00
1612396800000,2021-02-04,Holding Addresses (Count),,15.00,,,,,,,911.00,,,10.00,,316251.00,,,93.00,36.00,,,263.00,,,,11239.00,,4136.00,,,,,,207.00,4705764.00,,37955.00,,,,4453.00,,16199.00,11.00,107990.00,1029.00,694570.00,35567.00,,,9276.00
1612483200000,2021-02-05,Holding Addresses (Count),,15.00,,,,,,,915.00,,,11.00,,317789.00,,,93.00,36.00,,,262.00,,,,11274.00,,4135.00,,,,,,214.00,4746134.00,,38913.00,,,,4498.00,,16421.00,11.00,108118.00,1027.00,698345.00,36410.00,,,9278.00
1612569600000,2021-02-06,Holding Addresses (Count),,15.00,,,,,,,915.00,,,11.00,,319164.00,,,96.00,36.00,,,263.00,,,,11301.00,,4134.00,,,,,,215.00,4762257.00,,40351.00,,,,4505.00,,16629.00,11.00,108284.00,1030.00,698931.00,37392.00,,,9281.00
1612656000000,2021-02-07,Holding Addresses (Count),,15.00,,,,,,,914.00,,,11.00,,320591.00,,,98.00,36.00,,,267.00,,,,11313.00,,4139.00,,,,,,219.00,4789727.00,,41730.00,,,,4520.00,,16856.00,11.00,108431.00,1034.00,701626.00,38640.00,,,9283.00
1612742400000,2021-02-08,Holding Addresses (Count),,15.00,,,,,,,918.00,,,11.00,,322508.00,,,104.00,36.00,,,264.00,,,,11346.00,,4140.00,,,,,,226.00,4827331.00,,43357.00,,,,4491.00,,17231.00,11.00,108675.00,1032.00,706248.00,40258.00,,,9283.00
1612828800000,2021-02-09,Holding Addresses (Count),,15.00,,,,,,,923.00,,,11.00,,323928.00,,,107.00,36.00,,,261.00,,,,11396.00,,4141.00,,,,,,231.00,4864364.00,,45758.00,,,,4479.00,,17557.00,11.00,108860.00,1037.00,711394.00,39736.00,,,9283.00
1612915200000,2021-02-10,Holding Addresses (Count),,15.00,,,,,,,923.00,,,11.00,,325551.00,,,109.00,36.00,,,262.00,,,,11435.00,,4148.00,,,,,,231.00,4912219.00,,48396.00,,,,4528.00,,17921.00,11.00,108985.00,1035.00,715788.00,41243.00,,,9287.00
1613001600000,2021-02-11,Holding Addresses (Count),,15.00,,,,,,,924.00,,,11.00,,326646.00,,,110.00,36.00,,,262.00,,,,11457.00,,4154.00,,,,,,240.00,4952912.00,,50311.00,,,,4507.00,,17878.00,11.00,109070.00,1038.00,720483.00,42222.00,,,9294.00
1613088000000,2021-02-12,Holding Addresses (Count),,15.00,,,,,,,928.00,,,11.00,,327663.00,,,110.00,36.00,,,263.00,,,,11470.00,,4155.00,,,,,,242.00,4983518.00,,52118.00,,,,4477.00,,18146.00,11.00,109139.00,1046.00,723265.00,43253.00,,,9298.00
1613174400000,2021-02-13,Holding Addresses (Count),,15.00,,,,,,,931.00,,,11.00,,329272.00,,,110.00,36.00,,,262.00,,,,11503.00,,4156.00,,,,,,244.00,5017816.00,,53524.00,,,,4464.00,,18438.00,11.00,109235.00,1042.00,727735.00,44375.00,,,9300.00
1613260800000,2021-02-14,Holding Addresses (Count),,15.00,,,,,,,931.00,,,11.00,,330422.00,,,111.00,36.00,,,262.00,,,,11508.00,,4160.00,,,,,,242.00,5052749.00,,55320.00,,,,4484.00,,18712.00,11.00,109277.00,1043.00,730902.00,45507.00,,,9299.00
1613347200000,2021-02-15,Holding Addresses (Count),,15.00,,,,,,,934.00,,,11.00,,331314.00,,,111.00,36.00,,,261.00,,,,11511.00,,4158.00,,,,,,248.00,5077513.00,,57165.00,,,,4519.00,,19047.00,11.00,109356.00,1044.00,732413.00,46330.00,,,9303.00
1613433600000,2021-02-16,Holding Addresses (Count),,15.00,,,,,,,936.00,,,11.00,,332227.00,,,111.00,36.00,,,261.00,,,,11517.00,,4162.00,,,,,,252.00,5106980.00,,59966.00,,,,4500.00,,19333.00,10.00,109488.00,1046.00,734988.00,45668.00,,,9306.00
1613520000000,2021-02-17,Holding Addresses (Count),,15.00,,,,,,,937.00,,,7.00,,333691.00,,,111.00,36.00,,,259.00,,,,11541.00,,4158.00,,,,,,268.00,5148866.00,,63713.00,,,,4584.00,,19765.00,6.00,109609.00,1048.00,739366.00,47595.00,,,9306.00
1613606400000,2021-02-18,Holding Addresses (Count),,15.00,,,,,,,939.00,,,7.00,,335430.00,,,111.00,36.00,,,258.00,,,,11558.00,,4164.00,,,,,,272.00,5167045.00,,67527.00,,,,4654.00,,20390.00,6.00,109731.00,1071.00,744989.00,49815.00,,,9308.00
1613692800000,2021-02-19,Holding Addresses (Count),,15.00,,,,,,,942.00,,,7.00,,336837.00,,,111.00,36.00,,,257.00,,,,11572.00,,4165.00,,,,,,275.00,5209134.00,,74449.00,,,,4567.00,,20690.00,6.00,109855.00,1077.00,750722.00,53635.00,,,9313.00
1613779200000,2021-02-20,Holding Addresses (Count),,15.00,,,,,,,947.00,,,7.00,,338463.00,,,111.00,36.00,,,256.00,,,,11613.00,,4168.00,,,,,,280.00,5254844.00,,77843.00,,,,4578.00,,20870.00,6.00,109854.00,1075.00,756092.00,55296.00,,,9316.00
1613865600000,2021-02-21,Holding Addresses (Count),,15.00,,,,,,,949.00,,,7.00,,340173.00,,,111.00,36.00,,,255.00,,,,11621.00,,4169.00,,,,,,286.00,5297817.00,,83083.00,,,,4595.00,,21494.00,6.00,109947.00,1087.00,761023.00,57306.00,,,9320.00
1613952000000,2021-02-22,Holding Addresses (Count),,15.00,,,,,,,952.00,,,7.00,,342154.00,,,111.00,36.00,,,254.00,,,,11642.00,,4170.00,,,,,,279.00,5345882.00,,86587.00,,,,4646.00,,21898.00,6.00,110170.00,1081.00,766513.00,55261.00,,,9327.00
1614038400000,2021-02-23,Holding Addresses (Count),,15.00,,,,,,,955.00,,,8.00,,342301.00,,,111.00,36.00,,,254.00,,,,11650.00,,4173.00,,,,,,289.00,5382555.00,,91158.00,,,,4670.00,,21874.00,7.00,110459.00,1080.00,771692.00,56391.00,,,9328.00
1614124800000,2021-02-24,Holding Addresses (Count),,15.00,,,,,,,922.00,,,7.00,,344251.00,,,112.00,36.00,,,255.00,,,,11701.00,,4179.00,,,,,,321.00,5411738.00,,93381.00,,,,4688.00,,21895.00,7.00,110482.00,1078.00,774489.00,57752.00,,,9330.00
1614211200000,2021-02-25,Holding Addresses (Count),,15.00,,,,,,,928.00,,,8.00,,345316.00,,,112.00,36.00,,,256.00,,,,11726.00,,4190.00,,,,,,246.00,5445794.00,,98355.00,,,,4713.00,,22099.00,7.00,110577.00,1079.00,779743.00,59151.00,,,9330.00
1614297600000,2021-02-26,Holding Addresses (Count),,15.00,,,,,,,933.00,,,10.00,,346696.00,,,113.00,36.00,,,256.00,,,,11744.00,,4194.00,,,,,,268.00,5471254.00,,101944.00,,,,4701.00,,22238.00,7.00,110647.00,1076.00,781923.00,60685.00,,,9332.00
1614384000000,2021-02-27,Holding Addresses (Count),,15.00,,,,,,,935.00,,,9.00,,347335.00,,,114.00,36.00,,,259.00,,,,11746.00,,4200.00,,,,,,288.00,5492162.00,,105058.00,,,,4727.00,,22393.00,7.00,110615.00,1067.00,783468.00,61695.00,,,9335.00
1614470400000,2021-02-28,Holding Addresses (Count),,15.00,,,,,,,934.00,,,9.00,,348322.00,,,114.00,36.00,,,265.00,,,,11769.00,,4204.00,,,,,,299.00,5505042.00,,108186.00,,,,4758.00,,22522.00,7.00,110665.00,1074.00,785183.00,62878.00,,,9336.00
1614556800000,2021-03-01,Holding Addresses (Count),,15.00,,,,,,,942.00,,,9.00,,348966.00,,,114.00,36.00,,,258.00,,,,11805.00,,4215.00,,,,,,305.00,5453456.00,,114196.00,,,,4781.00,,22769.00,7.00,110709.00,1072.00,786346.00,64555.00,,,9342.00
1614643200000,2021-03-02,Holding Addresses (Count),,15.00,,,,,,,951.00,,,8.00,,349680.00,,,114.00,36.00,,,258.00,,,,11832.00,,4218.00,,,,,,313.00,5458726.00,,115811.00,,,,4795.00,,22964.00,10.00,110735.00,1078.00,789813.00,65866.00,,,9344.00
1614729600000,2021-03-03,Holding Addresses (Count),,15.00,,,,,,,956.00,,,8.00,,350717.00,,,114.00,36.00,,,259.00,,,,11879.00,,4221.00,,,,,,325.00,5484808.00,,118906.00,,,,4848.00,,23075.00,10.00,110811.00,1079.00,794762.00,67149.00,,,9347.00
1614816000000,2021-03-04,Holding Addresses (Count),,15.00,,,,,,,961.00,,,7.00,,351885.00,,,115.00,36.00,,,262.00,,,,11886.00,,4225.00,,,,,,334.00,5510674.00,,122824.00,,,,4881.00,,23197.00,11.00,110618.00,1082.00,798756.00,68377.00,,,9351.00
1614902400000,2021-03-05,Holding Addresses (Count),,15.00,,,,,,,956.00,,,7.00,,352799.00,,,116.00,36.00,,,260.00,,,,11890.00,,4226.00,,,,,,343.00,5537433.00,,126224.00,,,,4930.00,,23273.00,11.00,110627.00,1086.00,801541.00,69218.00,,,9359.00
1614988800000,2021-03-06,Holding Addresses (Count),,15.00,,,,,,,956.00,,,7.00,,353536.00,,,116.00,36.00,,,262.00,,,,11889.00,,4232.00,,,,,,346.00,5552810.00,,130207.00,,,,4959.00,,23403.00,11.00,110634.00,1090.00,804218.00,70268.00,,,9369.00
1615075200000,2021-03-07,Holding Addresses (Count),,15.00,,,,,,,958.00,,,7.00,,353965.00,,,116.00,36.00,,,262.00,,,,11907.00,,4231.00,,,,,,352.00,5581941.00,,133716.00,,,,4972.00,,23526.00,11.00,110665.00,1094.00,807518.00,71939.00,,,9371.00
1615161600000,2021-03-08,Holding Addresses (Count),,15.00,,,,,,,958.00,,,7.00,,355731.00,,,116.00,36.00,,,261.00,,,,11919.00,,4233.00,,,,,,404.00,5608098.00,,137371.00,,,,5019.00,,23752.00,11.00,110754.00,1103.00,810949.00,73920.00,,,9373.00
1615248000000,2021-03-09,Holding Addresses (Count),,15.00,,,,,,,960.00,,,7.00,,356883.00,,,116.00,36.00,,,262.00,,,,11932.00,,4238.00,,,,,,404.00,5647654.00,,141856.00,,,,5025.00,,23899.00,11.00,110811.00,1106.00,815354.00,76445.00,,,9377.00
1615334400000,2021-03-10,Holding Addresses (Count),,15.00,,,,,,,961.00,,,7.00,,358050.00,,,117.00,36.00,,,264.00,,,,11973.00,,4240.00,,,,,,408.00,5670735.00,,147083.00,,,,5043.00,,24105.00,11.00,110910.00,1104.00,819730.00,78699.00,,,9382.00
1615420800000,2021-03-11,Holding Addresses (Count),,15.00,,,,,,,965.00,,,7.00,,359209.00,,,117.00,36.00,,,265.00,,,,12036.00,,4246.00,,,,,,410.00,5688858.00,,153928.00,,,,5061.00,,24295.00,11.00,110996.00,1114.00,824237.00,81871.00,,,9383.00
